month,NA,SA,SO,PO,IO
2015-02-01,285.8597412109375,285.70855712890625,275.154296875,290.15594482421875,290.4507141113281
2015-03-01,285.7399597167969,285.7424621582031,275.0361328125,290.1607360839844,290.7373352050781
2015-04-01,286.01348876953125,285.22119140625,274.568359375,290.19000244140625,290.8424377441406
2015-05-01,286.82354736328125,284.3629150390625,274.0761413574219,290.2646789550781,290.73126220703125
2015-06-01,288.0245666503906,283.48052978515625,273.7223815917969,290.5367431640625,290.4268798828125
2015-07-01,289.3838195800781,282.8461608886719,273.455810546875,291.0702819824219,290.2138366699219
2015-08-01,290.2528991699219,282.5065612792969,273.35693359375,291.45123291015625,290.1648254394531
2015-09-01,290.1914978027344,282.4491271972656,273.36004638671875,291.34478759765625,290.1291809082031
2015-10-01,289.2793884277344,282.6943664550781,273.4339599609375,290.8876037597656,290.1858825683594
2015-11-01,288.0617980957031,283.2547607421875,273.7312927246094,290.562744140625,290.172119140625
2015-12-01,287.0598449707031,284.1658935546875,274.2768859863281,290.33135986328125,290.3949890136719
2016-01-01,286.35345458984375,285.1695861816406,274.9753723144531,290.2873229980469,290.64739990234375
2016-02-01,286.00543212890625,285.7372741699219,275.19134521484375,290.3122253417969,290.6707763671875
2016-03-01,285.9952697753906,285.6688537597656,274.9161071777344,290.3192443847656,290.99237060546875
2016-04-01,286.2533264160156,285.10174560546875,274.5037536621094,290.2896423339844,291.06927490234375
2016-05-01,287.1063537597656,284.1797790527344,274.0987854003906,290.31182861328125,290.7756652832031
2016-06-01,288.3708190917969,283.4195556640625,273.7510986328125,290.5931396484375,290.303955078125
2016-07-01,289.7908630371094,282.8360290527344,273.556884765625,291.1007385253906,290.1041259765625
2016-08-01,290.6121826171875,282.4943542480469,273.4600524902344,291.45758056640625,290.0069274902344
2016-09-01,290.33721923828125,282.45635986328125,273.4520568847656,291.388916015625,289.8333435058594
2016-10-01,289.34613037109375,282.762451171875,273.57769775390625,290.8953857421875,289.8062744140625
2016-11-01,288.3130187988281,283.3779602050781,273.91619873046875,290.31903076171875,289.8257751464844
2016-12-01,287.2297058105469,284.25830078125,274.5087890625,290.0525207519531,290.0246887207031
2017-01-01,286.4378662109375,285.3608093261719,275.3453063964844,290.14666748046875,290.192626953125
2017-02-01,286.0686950683594,286.0243225097656,275.71881103515625,290.22125244140625,290.4456481933594
2017-03-01,285.9416198730469,285.8865661621094,275.4283752441406,290.2851867675781,290.5437316894531
2017-04-01,286.2903747558594,285.1600646972656,274.90277099609375,290.2480773925781,290.6107177734375
2017-05-01,287.02960205078125,284.27911376953125,274.3139953613281,290.2655944824219,290.457763671875
2017-06-01,288.2340087890625,283.4808349609375,273.81207275390625,290.4773254394531,290.1413879394531
2017-07-01,289.65313720703125,282.7787170410156,273.54827880859375,291.0065002441406,290.0087585449219
2017-08-01,290.47845458984375,282.513427734375,273.43402099609375,291.39874267578125,289.9017639160156
2017-09-01,290.2964172363281,282.47906494140625,273.4548034667969,291.155517578125,289.9229431152344
2017-10-01,289.4017639160156,282.7939758300781,273.5859069824219,290.6894226074219,289.8387145996094
2017-11-01,288.2585144042969,283.3736572265625,273.84100341796875,290.2835693359375,289.8695068359375
2017-12-01,287.28369140625,284.22015380859375,274.34552001953125,290.05078125,289.98028564453125
2018-01-01,286.4758605957031,285.47686767578125,275.0999755859375,290.0787048339844,290.0830383300781
2018-02-01,285.96563720703125,286.0409240722656,275.3854675292969,290.1246337890625,290.3718566894531
2018-03-01,285.9377746582031,285.99615478515625,275.2184753417969,290.1648864746094,290.55120849609375
2018-04-01,286.15753173828125,285.40765380859375,274.7634582519531,290.155029296875,290.61749267578125
2018-05-01,286.8861389160156,284.3303527832031,274.21533203125,290.2434387207031,290.53466796875
2018-06-01,288.0391540527344,283.4722595214844,273.81781005859375,290.4406433105469,290.14739990234375
2018-07-01,289.35980224609375,282.8569641113281,273.62445068359375,290.9059143066406,290.05181884765625
2018-08-01,290.1867980957031,282.5953674316406,273.5178527832031,291.26287841796875,289.85552978515625
2018-09-01,290.0016174316406,282.577880859375,273.4437255859375,291.25421142578125,289.844970703125
2018-10-01,289.0782775878906,282.7383728027344,273.4981689453125,290.9222106933594,289.8236999511719
2018-11-01,287.88043212890625,283.4345703125,273.83489990234375,290.518310546875,289.8133544921875
2018-12-01,286.9254150390625,284.3809509277344,274.4518127441406,290.2624206542969,290.0671691894531
